,data_num,paragraph_num,id,title,context,question,is_impossible,review
0,25,0,56ddee969a695914005b96d2,ایرانی_زبانیں,ایرانی زبانیں یا ••ایرانی زبانیں•• ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ پرانے ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے پرانے فارسی (احمدی ایران کی ایک زبان) اور آویستان (آویستا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,ایرانی زبانوں کے معنی رکھنے والی ایک اور اصطلاح کیا ہے؟,False,False
1,25,0,56ddee969a695914005b96d3,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ••ہندو ایرانی زبانیں•• کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں انڈو یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (ایوسٹا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,ایرانی زبانیں کس کے ذیلی گروپ میں شامل ہیں؟,False,False
2,25,0,56ddee969a695914005b96d4,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ••ہند-یورپی زبان کے خاندان•• کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ پرانے ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے پرانے فارسی (احمدی ایران کی ایک زبان) اور ایوسٹن (ایوسٹا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,انڈو ایرانی زبانیں کس زبان کا ایک ذیلی مجموعہ ہیں؟,False,False
3,25,0,56ddee969a695914005b96d5,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (ایوستا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,قدیم ایرانی سے درمیانی ایرانی میں تبدیلی کب واقع ہوئی؟,False,True
4,25,0,56ddee969a695914005b96d6,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (آویستا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں ••درمیانی فارسی•• (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,ساسانی زبان کی ایک مثال کیا ہے؟,False,False
5,25,0,5a18c2e19aa02b0018605eaa,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، ••وسطی ایرانی•• (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (ایوسٹا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,400 قبل مسیح سے 900 عیسوی تک ایرانی زبانوں کے کس مرحلے میں قدیم فارسی شامل ہے؟,True,False
6,25,0,5a18c2e19aa02b0018605eab,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: ••قدیم ایرانی•• (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ پرانے ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے پرانے فارسی (احمدی ایران کی ایک زبان) اور ایوسٹن (ایوسٹا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,ایرانی زبان کا کون سا مرحلہ 400 قبل مسیح تک استعمال میں تھا اور اس میں پارتھین اور بیکٹرین شامل تھے؟,True,False
7,25,0,5a18c2e19aa02b0018605eac,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (ایوستا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی (ساسانی ایران کی ایک زبان) ، پارتھین اور بیکٹرین شامل ہیں۔,پرانے ایرانی سے نئے ایرانی میں تبدیلی کب ہوئی؟,True,True
8,25,0,5a18c2e19aa02b0018605ead,ایرانی_زبانیں,ایرانی زبانیں یا ایرانی زبانیں ہند-ایرانی زبانوں کی ایک شاخ تشکیل دیتی ہیں ، جو بدلے میں ہند-یورپی زبان کے خاندان کی ایک شاخ ہیں۔ ایرانی زبانوں کے بولنے والوں کو ایرانی عوام کے نام سے جانا جاتا ہے۔ تاریخی ایرانی زبانوں کو تین مراحل میں تقسیم کیا گیا ہے: قدیم ایرانی (400 قبل مسیح تک) ، درمیانی ایرانی (400 قبل مسیح - 900 عیسوی) ، اور نیو ایرانی (900 عیسوی کے بعد سے) ۔ قدیم ایرانی زبانوں میں سے ، بہتر سمجھنے اور ریکارڈ کرنے والے قدیم فارسی (احمدی ایران کی ایک زبان) اور ایوسٹان (آویستا کی زبان) ہیں۔ درمیانی ایرانی زبانوں میں درمیانی فارسی ( ••ساسانی ایران•• کی ایک زبان) ، پارتھین اور بیکٹریان شامل ہیں۔,قدیم ایرانی زبانیں پارتھین اور بیکٹرین کہاں سے ہیں؟,True,False
9,25,1,56ddeed19a695914005b96dd,ایرانی_زبانیں,2008 تک ، ایرانی زبانوں کے اندازے کے مطابق 150-200 ملین مادری بولنے والے تھے۔ ایتھنالوجسٹ کا اندازہ ہے کہ ••86•• ایرانی زبانیں ہیں ، ان میں سب سے بڑی فارسی ، پشتو ، کرد اور بلوچی ہیں۔,کتنی مختلف ایرانی زبانیں موجود ہیں؟,False,False
